Masterfile (1),StateCode (2),ORI CODE (7),Agency Name (23),Population (8),Group (2),Division (1),Month,Year (2),Offense Code (3),Occurences (3),Arrest Code A,Arrest Counter A,Arrest Code B,Arrest Counter B,Arrest Code C,Arrest Counter C,Arrest Code D,Arrest Counter D,Arrest Code E,Arrest Counter E,Arrest Code F,Arrest Counter F,Arrest Code G,Arrest Counter G,Arrest Code H,Arrest Counter H,Arrest Code I,Arrest Counter I,Arrest Code J,Arrest Counter J,Arrest Code K,Arrest Counter K,Arrest Code L,Arrest Counter L,Arrest Code M,Arrest Counter M,Arrest Code N,Arrest Counter N,Arrest Code O,Arrest Counter O,Arrest Code P,Arrest Counter P,Arrest Code Q,Arrest Counter Q,Arrest Code R,Arrest Counter R,Arrest Code S,Arrest Counter S,Masterfile (1),StateCode (2),ORI CODE (7),Group (2),Division (1),Month (2),Year (2),MSA (3),County (3),Sequence Num (5),Suburban (1),Core City (1),Covered by (1),,State (5),Filler (400)
3,29,NJNPD00,NEWARK                  ,278906,1C,2,12,12,16,11,19,1,33,1,35,2,36,1,37,3,38,4,39,7,40,3,41,2,45,10,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJNPD00,1C,2,0,12,605,7,42804,0,Y,0,,N J,NA
3,29,NJ001SP,SP: ATLANTIC COUNTY     ,15576,9C,2,1,12,16,4,8,1,34,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ001SP,9C,2,0,12,55,1,70894,1,N,0,,N J,NA
3,29,NJ001SP,SP: ATLANTIC COUNTY     ,15576,9C,2,5,12,16,2,37,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ001SP,9C,2,0,12,55,1,70894,1,N,0,,N J,NA
3,29,NJ001SP,SP: ATLANTIC COUNTY     ,15576,9C,2,6,12,16,2,12,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ001SP,9C,2,0,12,55,1,70894,1,N,0,,N J,NA
3,29,NJ001SP,SP: ATLANTIC COUNTY     ,15576,9C,2,12,12,16,2,15,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ001SP,9C,2,0,12,55,1,70894,1,N,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,1,12,16,8,8,1,30,1,31,1,34,1,36,3,37,2,45,2,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,2,12,16,2,16,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,3,12,16,19,6,1,8,1,9,1,11,1,12,2,14,2,17,1,18,1,29,1,30,1,32,3,33,1,34,1,36,4,37,3,39,2,45,17,46,8,49,1,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,4,12,16,7,30,2,32,1,36,2,38,1,40,1,45,5,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,5,12,16,4,10,2,14,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,6,12,16,19,9,2,12,1,15,1,17,1,18,1,20,1,29,3,30,3,31,3,32,1,33,4,34,3,35,2,36,5,37,2,38,2,39,2,45,18,46,19,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,9,12,16,13,19,1,29,1,30,3,31,1,32,3,33,1,34,3,35,1,36,2,38,2,39,1,45,5,46,14,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,10,12,16,8,6,1,12,1,30,1,36,5,38,1,45,7,46,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00102,ATLANTIC CITY           ,39722,4,2,11,12,16,2,31,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00102,4,2,0,12,55,1,2388,0,Y,0,,N J,NA
3,29,NJ00107,EGG HARBOR CITY         ,4261,6,2,11,12,16,3,37,1,42,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00107,6,2,0,12,55,1,18282,1,N,0,,N J,NA
3,29,NJ00204,BOGOTA                  ,8282,6,2,9,12,16,3,31,1,36,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00204,6,2,0,12,607,2,5856,1,N,0,,N J,NA
3,29,NJ00207,CLOSTER                 ,8469,6,2,3,12,16,2,37,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00207,6,2,0,12,607,2,12132,1,N,0,,N J,NA
3,29,NJ00212,EAST RUTHERFORD         ,9016,6,2,4,12,16,2,35,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00212,6,2,0,12,607,2,17832,1,N,0,,N J,NA
3,29,NJ00217,FAIR LAWN               ,32830,4,2,8,12,16,4,10,1,31,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00217,4,2,0,12,607,2,20064,1,N,0,,N J,NA
3,29,NJ00219,FORT LEE                ,35754,4,2,1,12,16,3,30,1,36,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00219,4,2,0,12,607,2,21450,1,N,0,,N J,NA
3,29,NJ00219,FORT LEE                ,35754,4,2,2,12,16,3,30,1,38,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00219,4,2,0,12,607,2,21450,1,N,0,,N J,NA
3,29,NJ00219,FORT LEE                ,35754,4,2,3,12,16,2,36,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00219,4,2,0,12,607,2,21450,1,N,0,,N J,NA
3,29,NJ00221,GARFIELD                ,30838,4,2,3,12,16,3,38,1,39,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00221,4,2,0,12,607,2,22752,1,N,0,,N J,NA
3,29,NJ00223,HACKENSACK              ,43499,4,2,3,12,16,2,37,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00223,4,2,0,12,607,2,25452,1,N,0,,N J,NA
3,29,NJ00223,HACKENSACK              ,43499,4,2,4,12,16,2,38,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00223,4,2,0,12,607,2,25452,1,N,0,,N J,NA
3,29,NJ00223,HACKENSACK              ,43499,4,2,5,12,16,5,15,1,30,1,37,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00223,4,2,0,12,607,2,25452,1,N,0,,N J,NA
3,29,NJ00224,HARRINGTON PARK         ,4717,6,2,3,12,16,2,38,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00224,6,2,0,12,607,2,26328,1,N,0,,N J,NA
3,29,NJ00225,HASBROUCK HEIGHTS       ,11978,5,2,3,12,16,2,15,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00225,5,2,0,12,607,2,26628,1,N,0,,N J,NA
3,29,NJ00225,HASBROUCK HEIGHTS       ,11978,5,2,9,12,16,2,34,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00225,5,2,0,12,607,2,26628,1,N,0,,N J,NA
3,29,NJ00232,LYNDHURST TOWNSHIP      ,20791,5,2,3,12,16,3,38,1,40,2,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00232,5,2,0,12,607,2,36162,1,N,0,,N J,NA
3,29,NJ00234,MAYWOOD                 ,9665,6,2,8,12,16,2,37,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00234,6,2,0,12,607,2,38298,1,N,0,,N J,NA
3,29,NJ00240,NORTHVALE               ,4692,6,2,10,12,16,2,37,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00240,6,2,0,12,607,2,44880,1,N,0,,N J,NA
3,29,NJ00245,PALISADES PARK          ,19849,5,2,3,12,16,2,37,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00245,5,2,0,12,607,2,47160,1,N,0,,N J,NA
3,29,NJ00246,PARAMUS                 ,26638,4,2,3,12,16,13,11,1,16,1,17,2,18,1,20,1,34,1,35,1,37,1,38,2,39,2,45,5,46,3,48,5,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00246,4,2,0,12,607,2,47466,1,N,0,,N J,NA
3,29,NJ00252,RIVER EDGE              ,11470,5,2,11,12,16,2,41,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00252,5,2,0,12,607,2,52572,1,N,0,,N J,NA
3,29,NJ00257,SADDLE BROOK TOWNSHIP   ,13816,5,2,2,12,16,4,22,1,39,1,45,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00257,5,2,0,12,607,2,54114,1,N,0,,N J,NA
3,29,NJ00263,UPPER SADDLE RIVER      ,8304,6,2,1,12,16,2,39,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00263,6,2,0,12,607,2,63090,1,N,0,,N J,NA
3,29,NJ00263,UPPER SADDLE RIVER      ,8304,6,2,8,12,16,2,40,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00263,6,2,0,12,607,2,63090,1,N,0,,N J,NA
3,29,NJ00268,WOODCLIFF LAKE          ,5794,6,2,12,12,16,4,16,1,37,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00268,6,2,0,12,607,2,68616,1,N,0,,N J,NA
3,29,NJ00304,BORDENTOWN TOWNSHIP     ,11444,5,2,10,12,16,2,16,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00304,5,2,0,12,654,3,6060,1,N,0,,N J,NA
3,29,NJ00305,BURLINGTON              ,9989,6,2,2,12,16,2,17,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00305,6,2,0,12,654,3,7890,1,N,0,,N J,NA
3,29,NJ00305,BURLINGTON              ,9989,6,2,10,12,16,3,19,1,38,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00305,6,2,0,12,654,3,7890,1,N,0,,N J,NA
3,29,NJ00306,BURLINGTON TOWNSHIP     ,22746,5,2,8,12,16,3,12,1,34,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00306,5,2,0,12,654,3,7932,1,N,0,,N J,NA
3,29,NJ00306,BURLINGTON TOWNSHIP     ,22746,5,2,9,12,16,2,12,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00306,5,2,0,12,654,3,7932,1,N,0,,N J,NA
3,29,NJ00317,WILLINGBORO TOWNSHIP    ,31844,4,2,2,12,16,2,19,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00317,4,2,0,12,654,3,67740,1,N,0,,N J,NA
3,29,NJ00320,MAPLE SHADE TOWNSHIP    ,19261,5,2,6,12,16,2,40,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00320,5,2,0,12,654,3,37218,1,N,0,,N J,NA
3,29,NJ00320,MAPLE SHADE TOWNSHIP    ,19261,5,2,7,12,16,2,40,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00320,5,2,0,12,654,3,37218,1,N,0,,N J,NA
3,29,NJ00320,MAPLE SHADE TOWNSHIP    ,19261,5,2,10,12,16,2,15,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00320,5,2,0,12,654,3,37218,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,1,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,2,12,16,2,31,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,3,12,16,2,37,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,4,12,16,2,37,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,6,12,16,8,9,1,18,2,31,1,32,1,37,1,39,1,45,5,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,7,12,16,10,14,1,15,6,16,5,17,4,19,2,20,4,37,1,45,15,46,1,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,8,12,16,5,14,2,33,2,36,1,45,3,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,9,12,16,2,31,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,10,12,16,8,14,1,20,1,33,3,34,1,37,1,45,2,46,4,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,11,12,16,4,34,1,36,2,45,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00325,MOUNT LAUREL TOWNSHIP   ,42150,4,2,12,12,16,7,20,1,32,1,34,1,36,1,37,3,40,1,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00325,4,2,0,12,654,3,41748,1,N,0,,N J,NA
3,29,NJ00404,BELLMAWR                ,11629,5,2,4,12,16,8,14,2,19,1,33,1,36,2,37,1,40,1,45,7,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00404,5,2,0,12,654,4,4290,1,N,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,1,12,16,2,37,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,2,12,16,3,35,1,37,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,3,12,16,2,37,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,4,12,16,6,36,3,37,1,38,3,42,1,45,5,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,5,12,16,8,34,2,36,3,37,1,38,3,39,1,40,1,45,7,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,6,12,16,5,35,1,37,2,38,2,45,3,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,7,12,16,3,35,1,37,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,8,12,16,2,35,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,9,12,16,2,38,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00408,CAMDEN                  ,77665,3,2,12,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00408,3,2,0,12,654,4,8592,0,Y,0,,N J,NA
3,29,NJ00411,COLLINGSWOOD            ,13983,5,2,3,12,16,3,16,1,38,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00411,5,2,0,12,654,4,12654,1,N,0,,N J,NA
3,29,NJ00412,CHERRY HILL TOWNSHIP    ,71337,3,2,1,12,16,2,15,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00412,3,2,0,12,654,4,10722,1,N,0,,N J,NA
3,29,NJ00412,CHERRY HILL TOWNSHIP    ,71337,3,2,4,12,16,6,10,1,15,1,16,1,36,1,45,3,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00412,3,2,0,12,654,4,10722,1,N,0,,N J,NA
3,29,NJ00412,CHERRY HILL TOWNSHIP    ,71337,3,2,9,12,16,5,16,1,30,1,36,1,45,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,NJ00412,3,2,0,12,654,4,10722,1,N,0,,N J,NA
